0.000000	-1.000000	0.386152	22.683333	25.333333	-2.000000	1.000000
1.000000	-1.000000	0.386152	22.071667	23.766667	-2.000000	2.000000
2.000000	-1.000000	0.386152	22.100000	23.850000	-2.000000	3.000000
3.000000	-1.000000	0.469231	22.065000	23.800000	-2.000000	4.000000
4.000000	-1.000000	0.483333	22.111667	23.883333	-2.000000	5.000000
5.000000	-1.000000	12.362069	21.796667	23.800000	-2.000000	6.000000
6.000000	-1.000000	53.836667	21.910000	25.708333	-2.000000	7.000000
7.000000	-1.000000	47.136667	22.346667	23.766667	-2.000000	8.000000
8.000000	-1.000000	48.346667	22.270000	25.300000	-2.000000	9.000000
9.000000	-1.000000	89.570000	22.455000	23.816667	-2.000000	10.000000
10.000000	-1.000000	65.783333	22.221667	28.066667	-2.000000	11.000000
11.000000	-1.000000	78.480000	21.783333	25.541667	-2.000000	12.000000
12.000000	-1.000000	85.576667	22.240000	25.666667	-2.000000	13.000000
13.000000	-1.000000	25.856667	21.410000	28.125000	-2.000000	14.000000
14.000000	-1.000000	9.256667	21.473333	28.208333	-2.000000	15.000000
15.000000	-1.000000	15.223333	21.731667	28.341667	-2.000000	16.000000
16.000000	-1.000000	36.536667	22.298333	28.400000	-2.000000	17.000000
17.000000	-1.000000	35.983333	23.223333	28.400000	-2.000000	18.000000
18.000000	-1.000000	12.190000	23.321667	28.275000	-2.000000	19.000000
19.000000	-1.000000	2.540000	22.715000	28.191667	-2.000000	20.000000
20.000000	-1.000000	2.286667	22.481667	24.025000	-2.000000	21.000000
21.000000	-1.000000	1.876667	22.620000	25.733333	-2.000000	22.000000
22.000000	-1.000000	1.813333	22.791667	25.725000	-2.000000	23.000000
23.000000	-1.000000	1.541379	22.800000	25.750000	-2.000000	24.000000
0.000000	1.000000	0.830000	22.873333	25.741667	-2.000000	25.000000
1.000000	1.000000	0.926667	23.075000	25.716667	-1.000000	26.000000
2.000000	1.000000	0.796667	23.278333	25.758333	-1.000000	27.000000
3.000000	1.000000	0.600000	23.421667	25.741667	-1.000000	28.000000
4.000000	1.000000	1.445455	23.213333	25.066667	-1.000000	29.000000
5.000000	1.000000	32.861290	23.521667	24.150000	-1.000000	30.000000
6.000000	1.000000	99.366667	23.708333	23.500000	-1.000000	31.000000
7.000000	1.000000	103.976667	23.686667	24.125000	-1.000000	32.000000
8.000000	1.000000	256.796667	24.661667	28.950000	-1.000000	33.000000
9.000000	1.000000	573.080000	24.818333	29.008333	-1.000000	34.000000
